Province,District,ConstituencyNumber,ConstituencyName,CandidateName,Party,Symbol
CENTRAL,CHIBOMBO,001,KATUBA,CHILANDO Moses M,NRPUP,A Lamp
CENTRAL,CHIBOMBO,001,KATUBA,KAPALASA Bampi A,IND,Spoon
CENTRAL,CHIBOMBO,001,KATUBA,MWACHIKOKA Jackson C,IND,Borehole
CENTRAL,CHIBOMBO,001,KATUBA,NKULUKUSA Mwabashike,UPND,Palm with raised thumb
CENTRAL,CHIBOMBO,001,KATUBA,SIMULYAMPONDO Mweemba,IND,Whistle
CENTRAL,CHIBOMBO,002,KEEMBE EAST,CHIMINSA Emmanuel,UPND,Palm with raised thumb
CENTRAL,CHIBOMBO,002,KEEMBE EAST,MAPUSHI Alex C,IND,Radio
CENTRAL,CHIBOMBO,002,KEEMBE EAST,MWENGE Christopher,NRPUP,A Lamp
CENTRAL,CHIBOMBO,157,KEEMBE WEST,KASUNE Princess,UPND,Palm with raised thumb
CENTRAL,CHISAMBA,003,CHISAMBA,CHOWA Martin,UPND,Palm with raised thumb
CENTRAL,CHISAMBA,003,CHISAMBA,MVULA Griffith M,SP,A Crossed Shovel and Axe
CENTRAL,CHISAMBA,003,CHISAMBA,NKONDE Stephen M,NRPUP,A Lamp
CENTRAL,CHISAMBA,158,MWOMBOSHI,BANDA Daniel M,NRPUP,A Lamp
CENTRAL,CHISAMBA,158,MWOMBOSHI,CHIBANGA Joseph,SP,A Crossed Shovel and Axe
CENTRAL,CHISAMBA,158,MWOMBOSHI,KASANDA Chushi C,UPND,Palm with raised thumb
CENTRAL,CHISAMBA,158,MWOMBOSHI,MALAMBO Justine,UPPZ,"A graduation cap, cabbage and two ca..."
CENTRAL,CHITAMBO,004,CHITAMBO,KABANDA Nelson C,NRPUP,A Lamp
CENTRAL,CHITAMBO,004,CHITAMBO,MUTALE Remember,UPND,Palm with raised thumb
CENTRAL,KABWE,006,BWACHA NORTH,CHATO Percy K,UPND,Palm with raised thumb
CENTRAL,KABWE,006,BWACHA NORTH,CHILESHE Prince,IND,Candle
CENTRAL,KABWE,006,BWACHA NORTH,MUNDU Emmanuel E,IND,Borehole
CENTRAL,KABWE,006,BWACHA NORTH,NSOFWA Gabriel B,CF,Big Tree
CENTRAL,KABWE,006,BWACHA NORTH,NYIRONGO Walinase,NRPUP,A Lamp
CENTRAL,KABWE,007,KABWE CENTRAL,BWALYA Chilufya,IND,Steering wheel
CENTRAL,KABWE,007,KABWE CENTRAL,CHISHALA Patrick B,NRPUP,A Lamp
CENTRAL,KABWE,007,KABWE CENTRAL,HALWIINDI Chrizoster P,UPND,Palm with raised thumb
CENTRAL,KABWE,007,KABWE CENTRAL,YALUMA Dorothy F,CF,Big Tree
CENTRAL,KABWE,159,BWACHA SOUTH,KOLALA Victor,NRPUP,A Lamp
CENTRAL,KABWE,159,BWACHA SOUTH,MUSHANGA Sydney,UPND,Palm with raised thumb
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,CHISENGA Victor,CF,Big Tree
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,KANGWA Godfrey C,NRPUP,A Lamp
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,LUNGU Hellen,SP,A Crossed Shovel and Axe
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,MATUTU Davison,UPND,Palm with raised thumb
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,MULENGA Blessed B,IND,Steering wheel
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,MWAMBA Gerald,IND,Plate
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,SIAME Fred J,RP,An Orange Sack Bag
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,SIINGWA Chrispin M,IND,Borehole
CENTRAL,KAPIRI MPOSHI,008,KAPIRI MPOSHI EAST,SIMWANZA Ronald,IND,Whistle
CENTRAL,KAPIRI MPOSHI,160,KAPIRI MPOSHI WEST,KAKUBO Stanley K,UPND,Palm with raised thumb
CENTRAL,KAPIRI MPOSHI,160,KAPIRI MPOSHI WEST,MUBANGA Bellington,NRPUP,A Lamp
CENTRAL,KAPIRI MPOSHI,160,KAPIRI MPOSHI WEST,MUYOWE Kelvin,IND,Borehole
CENTRAL,KAPIRI MPOSHI,160,KAPIRI MPOSHI WEST,NKAUSU Jacqueline N,IND,Spoon
CENTRAL,LUANO,009,LUANO,CHIBUYE Christopher,UPND,Palm with raised thumb
CENTRAL,LUANO,009,LUANO,CHIMASHI Joseph,IND,Candle
CENTRAL,LUANO,009,LUANO,CHISOPA Davies,NRPUP,A Lamp
CENTRAL,LUANO,009,LUANO,KAMANGA Alick,IND,Traditional Drum
CENTRAL,LUANO,009,LUANO,MWITWA Andrew,IND,Whistle
CENTRAL,MKUSHI,010,MKUSHI NORTH,KUNDA Topson P,UPND,Palm with raised thumb
CENTRAL,MKUSHI,010,MKUSHI NORTH,NYIRENDA Mabvuto,NRPUP,A Lamp
CENTRAL,MKUSHI,161,MKUSHI SOUTH,CHANGWE Lucy S,IND,Plate
CENTRAL,MKUSHI,161,MKUSHI SOUTH,CHISANGA Sydney,UPND,Palm with raised thumb
CENTRAL,MKUSHI,161,MKUSHI SOUTH,MWELWA Lawrence,NRPUP,A Lamp
CENTRAL,MKUSHI,161,MKUSHI SOUTH,SICHONE Frank,CF,Big Tree
CENTRAL,MUMBWA,011,MUMBWA CENTRAL,CHISUKU Clarence,UPND,Palm with raised thumb
CENTRAL,MUMBWA,011,MUMBWA CENTRAL,MALINDIMA John M,IND,Candle
CENTRAL,MUMBWA,012,NANGOMA,CHIBOLELA Albertina,NRPUP,A Lamp
CENTRAL,MUMBWA,012,NANGOMA,HAMUSONDE Boyd,IND,Spoon
CENTRAL,MUMBWA,012,NANGOMA,NJOBO Misheck S,SP,A Crossed Shovel and Axe
CENTRAL,MUMBWA,012,NANGOMA,NZOVU Collins,UPND,Palm with raised thumb
CENTRAL,MUMBWA,162,MUMBWA WEST,CHILONDA Stellah B,UPND,Palm with raised thumb
CENTRAL,MUMBWA,162,MUMBWA WEST,MWIINGA Lemmy,IND,Borehole
CENTRAL,MUMBWA,162,MUMBWA WEST,SAKALA Ospray,NRPUP,A Lamp
CENTRAL,NGABWE,013,LUFUBU,CHITAILA Lewis,UPND,Palm with raised thumb
CENTRAL,NGABWE,013,LUFUBU,CHIYALIKA Gift,NRPUP,A Lamp
CENTRAL,NGABWE,013,LUFUBU,VWALIKA Osward,IND,Borehole
CENTRAL,SERENJE,014,LUKUSASHI,CHUNGA Eddie M,IND,Spoon
CENTRAL,SERENJE,014,LUKUSASHI,KASONDE Chester N,NRPUP,A Lamp
CENTRAL,SERENJE,014,LUKUSASHI,MPYAKULA Andrew,UPND,Palm with raised thumb
CENTRAL,SERENJE,015,SERENJE,CHIBALE Hebban,NRPUP,A Lamp
CENTRAL,SERENJE,015,SERENJE,KANDAFULA George K,IND,Plate
CENTRAL,SERENJE,015,SERENJE,KATOMBI Friday,UPND,Palm with raised thumb
CENTRAL,SERENJE,015,SERENJE,LONGWE Horace,SP,A Crossed Shovel and Axe
CENTRAL,SERENJE,015,SERENJE,MASHAWA Aubrey,CF,Big Tree
CENTRAL,SERENJE,015,SERENJE,MULUMBA Staivous,IND,Borehole
CENTRAL,SERENJE,163,NKUNDALILA,BANDA Emmanuel,UPND,Palm with raised thumb
CENTRAL,SERENJE,163,NKUNDALILA,BANGWE Chisenga N,CF,Big Tree
CENTRAL,SERENJE,163,NKUNDALILA,CHITUPILA Timothy,IND,Plate
CENTRAL,SERENJE,163,NKUNDALILA,MWAPE Spencer,NRPUP,A Lamp
CENTRAL,SHIBUYUNJI,084,MWEMBEZHI EAST,MWAMBA Ibrahim K,IND,Steering wheel
CENTRAL,SHIBUYUNJI,084,MWEMBEZHI EAST,SHIKABWALI Ferd,UPND,Palm with raised thumb
CENTRAL,SHIBUYUNJI,164,MWEMBEZHI WEST,MILAMBO Austin C,UPND,Palm with raised thumb
CENTRAL,SHIBUYUNJI,164,MWEMBEZHI WEST,MUNANGAGWA Bernard,IND,Borehole
COPPERBELT,CHILILABOMBWE,016,CHILILABOMBWE,KABUSWE Paul C,UPND,Palm with raised thumb
COPPERBELT,CHILILABOMBWE,016,CHILILABOMBWE,LUPELE Nsofwa K,RP,An Orange Sack Bag
COPPERBELT,CHILILABOMBWE,016,CHILILABOMBWE,MWELWA Moses,IND,Borehole
COPPERBELT,CHILILABOMBWE,016,CHILILABOMBWE,NGWIRA Lottie,CF,Big Tree
COPPERBELT,CHILILABOMBWE,016,CHILILABOMBWE,SIMPAMBA Abraham,IND,Steering wheel
COPPERBELT,CHILILABOMBWE,165,KONKOLA,CHISHA Haggai,SP,A Crossed Shovel and Axe
COPPERBELT,CHILILABOMBWE,165,KONKOLA,NGOSA Roy,IND,Borehole
COPPERBELT,CHILILABOMBWE,165,KONKOLA,SICHONE Lucky,UPND,Palm with raised thumb
COPPERBELT,CHILILABOMBWE,165,KONKOLA,SIKOMBE Benjamin,IND,Candle
COPPERBELT,CHILILABOMBWE,165,KONKOLA,SIMWANDA Spolian,RP,An Orange Sack Bag
COPPERBELT,CHINGOLA,017,CHINGOLA CENTRAL,KAZHILA Joseph,UPND,Palm with raised thumb
COPPERBELT,CHINGOLA,017,CHINGOLA CENTRAL,PHIRI Michelle,NRPUP,A Lamp
COPPERBELT,CHINGOLA,018,NCHANGA,AKASHAMBATWA Franchescar,UPND,Palm with raised thumb
COPPERBELT,CHINGOLA,018,NCHANGA,CHIPOYA Rosemary R,NRPUP,A Lamp
COPPERBELT,CHINGOLA,018,NCHANGA,KAIRA Mulaza,IND,Scissors
COPPERBELT,CHINGOLA,018,NCHANGA,NKONDE Paul,CF,Big Tree
COPPERBELT,CHINGOLA,166,CHINGOLA WEST,CHANSA Borris T,NRPUP,A Lamp
COPPERBELT,CHINGOLA,166,CHINGOLA WEST,CHISHIKA Donald,IND,Spoon
COPPERBELT,CHINGOLA,166,CHINGOLA WEST,MULENGA Chipoka,UPND,Palm with raised thumb
COPPERBELT,CHINGOLA,166,CHINGOLA WEST,MWEWA Alex C,CF,Big Tree
COPPERBELT,KALULUSHI,019,KALULUSHI,BESA Benard,NRPUP,A Lamp
COPPERBELT,KALULUSHI,019,KALULUSHI,MULENGA Patrick,RP,An Orange Sack Bag
COPPERBELT,KALULUSHI,019,KALULUSHI,MULENGA Kampamba S,UPND,Palm with raised thumb
COPPERBELT,KALULUSHI,167,CHAMBISHI,CHABASANGA Sydney,IND,Keyboard
COPPERBELT,KALULUSHI,167,CHAMBISHI,CHANDA Fredrick,IND,Slasher
COPPERBELT,KALULUSHI,167,CHAMBISHI,KABWE Modestar,NRPUP,A Lamp
COPPERBELT,KALULUSHI,167,CHAMBISHI,KALETA Chikabala M,IND,Cell Battery
COPPERBELT,KALULUSHI,167,CHAMBISHI,MULENGA Rashida,UPND,Palm with raised thumb
COPPERBELT,KALULUSHI,167,CHAMBISHI,SIMWANZA Febby,IND,Borehole
COPPERBELT,KITWE,020,CHIMWEMWE,KABANGILA Chrispin,CF,Big Tree
COPPERBELT,KITWE,020,CHIMWEMWE,MAKINA Daniel C,IND,Whistle
COPPERBELT,KITWE,020,CHIMWEMWE,MWAYA Mpasa,UPND,Palm with raised thumb
COPPERBELT,KITWE,020,CHIMWEMWE,MWENYA Musenge L,NRPUP,A Lamp
COPPERBELT,KITWE,020,CHIMWEMWE,SIMWANZA Patrick J,IND,Candle
COPPERBELT,KITWE,021,KAMFINSA,CHIPILI Kelvin,NRPUP,A Lamp
COPPERBELT,KITWE,021,KAMFINSA,KYAMBAKUKA Subeta M,UPND,Palm with raised thumb
COPPERBELT,KITWE,022,KWACHA,CHIRAMBO Brian,NRPUP,A Lamp
COPPERBELT,KITWE,022,KWACHA,CHOMBA Crispin,UPND,Palm with raised thumb
COPPERBELT,KITWE,022,KWACHA,LUNGU Tom,IND,Scissors
COPPERBELT,KITWE,022,KWACHA,MULENGA Peter,IND,Whistle
COPPERBELT,KITWE,022,KWACHA,MULILO Castrol,IND,Steering wheel
COPPERBELT,KITWE,022,KWACHA,NG'AMBI Thomson,CF,Big Tree
COPPERBELT,KITWE,022,KWACHA,SIABULA Alice,SP,A Crossed Shovel and Axe
COPPERBELT,KITWE,022,KWACHA,SILUMBE Oliver,LM,The Waves
COPPERBELT,KITWE,023,NKANA,CHEWE David,IND,Traditional Drum
COPPERBELT,KITWE,023,NKANA,CHITEME Alexander,NRPUP,A Lamp
COPPERBELT,KITWE,023,NKANA,MUCHINDU Elice T,IND,Steering wheel
COPPERBELT,KITWE,023,NKANA,MUKUKA Francis,UPND,Palm with raised thumb
COPPERBELT,KITWE,024,WUSAKILE,CHIBESA Katayi,UPND,Palm with raised thumb
COPPERBELT,KITWE,024,WUSAKILE,CHIZINGA Noah F,IND,Traditional Drum
COPPERBELT,KITWE,024,WUSAKILE,KALOBO Pavyuma,NRPUP,A Lamp
COPPERBELT,KITWE,024,WUSAKILE,KAMBOYI Ricky,IND,Whistle
COPPERBELT,KITWE,024,WUSAKILE,MUMBA Ernest,CF,Big Tree
COPPERBELT,LUANSHYA,025,LUANSHYA,KAPUFI Moses,LM,The Waves
COPPERBELT,LUANSHYA,025,LUANSHYA,LUFINGA Lazarus,SP,A Crossed Shovel and Axe
COPPERBELT,LUANSHYA,025,LUANSHYA,MAMONWA George,UPND,Palm with raised thumb
COPPERBELT,LUANSHYA,025,LUANSHYA,MULENGA Golden,NRPUP,A Lamp
COPPERBELT,LUANSHYA,026,ROAN,BWALYA Justus C,IND,Spoon
COPPERBELT,LUANSHYA,026,ROAN,BWALYA Nathan C,IND,Borehole
COPPERBELT,LUANSHYA,026,ROAN,CHIBUYE Joel,UPND,Palm with raised thumb
COPPERBELT,LUANSHYA,026,ROAN,KAMBWILI Chishimba,CF,Big Tree
COPPERBELT,LUANSHYA,026,ROAN,MULEWA Desire M,SP,A Crossed Shovel and Axe
COPPERBELT,LUFWANYAMA,027,LUFWANYAMA WEST,CHILOMBO Henry,CF,Big Tree
COPPERBELT,LUFWANYAMA,027,LUFWANYAMA WEST,KALENGE Christopher,SP,A Crossed Shovel and Axe
COPPERBELT,LUFWANYAMA,027,LUFWANYAMA WEST,KAMWANGA Samalesu,IND,Plate
COPPERBELT,LUFWANYAMA,027,LUFWANYAMA WEST,KAPANDULA Edward,IND,Candle
COPPERBELT,LUFWANYAMA,027,LUFWANYAMA WEST,SIACHISUMO Kenny,UPND,Palm with raised thumb
COPPERBELT,LUFWANYAMA,168,LUFWANYAMA EAST,CHIYUKA Moses,SP,A Crossed Shovel and Axe
COPPERBELT,LUFWANYAMA,168,LUFWANYAMA EAST,MATAMBO Elisha,UPND,Palm with raised thumb
COPPERBELT,LUFWANYAMA,168,LUFWANYAMA EAST,MUNSHYA Annie,NRPUP,A Lamp
COPPERBELT,MASAITI,028,KAFULAFUTA,GRIGORAKIS Eleni E,UPND,Palm with raised thumb
COPPERBELT,MASAITI,028,KAFULAFUTA,KABAMBA Joseph,IND,Spoon
COPPERBELT,MASAITI,028,KAFULAFUTA,KALUNGA Phinias,IND,Plate
COPPERBELT,MASAITI,028,KAFULAFUTA,MATOWE Benson,IND,Whistle
COPPERBELT,MASAITI,028,KAFULAFUTA,MULEBWA Jeffrey,IND,Nail
COPPERBELT,MASAITI,028,KAFULAFUTA,NJELESANI Munshya,IND,Steering wheel
COPPERBELT,MASAITI,029,MASAITI,CHINTU Kizito,IND,Whistle
COPPERBELT,MASAITI,029,MASAITI,MALEMUNA Jackin,SP,A Crossed Shovel and Axe
COPPERBELT,MASAITI,029,MASAITI,MUKABILA Shevy,UPND,Palm with raised thumb
COPPERBELT,MASAITI,169,KALALANGABO,BWEMBYA Welcome,IND,Nail
COPPERBELT,MASAITI,169,KALALANGABO,CHUMPUKA Rose,SP,A Crossed Shovel and Axe
COPPERBELT,MASAITI,169,KALALANGABO,KATAMBO Michael Z,UPND,Palm with raised thumb
COPPERBELT,MPONGWE,030,MPONGWE WEST,KASAMBO Emmanuel,UPND,Palm with raised thumb
COPPERBELT,MPONGWE,030,MPONGWE WEST,MPONDAMALI Prestone,IND,Borehole
COPPERBELT,MPONGWE,170,MPONGWE EAST,CHIPAMU Davies,IND,Plate
COPPERBELT,MPONGWE,170,MPONGWE EAST,MAILA Keith,IND,Spoon
COPPERBELT,MPONGWE,170,MPONGWE EAST,MASANGA Emmanuel,UPND,Palm with raised thumb
COPPERBELT,MPONGWE,170,MPONGWE EAST,NGOWANI Gregory,IND,Borehole
COPPERBELT,MUFULIRA,031,KANKOYO,CHISALA Mwango,NRPUP,A Lamp
COPPERBELT,MUFULIRA,031,KANKOYO,CHOMBA Edward,IND,Borehole
COPPERBELT,MUFULIRA,031,KANKOYO,KAUMBA Clyton,ZMP,A Traditional Thatched hat
COPPERBELT,MUFULIRA,031,KANKOYO,MABETA Heartson,UPND,Palm with raised thumb
COPPERBELT,MUFULIRA,031,KANKOYO,MUSONDA Derrick,IND,Steering wheel
COPPERBELT,MUFULIRA,031,KANKOYO,NGWIRA Wisdom,IND,Plate
COPPERBELT,MUFULIRA,032,KANTANSHI,BANDA Charles,IND,Steering wheel
COPPERBELT,MUFULIRA,032,KANTANSHI,KABWE Chanda P,RP,An Orange Sack Bag
COPPERBELT,MUFULIRA,032,KANTANSHI,MUMBA Anthony C,UPND,Palm with raised thumb
COPPERBELT,MUFULIRA,032,KANTANSHI,MUSONDA Maggie,ZMP,A Traditional Thatched hat
COPPERBELT,MUFULIRA,033,MUFULIRA,BIYETE Elijah K,UPND,Palm with raised thumb
COPPERBELT,MUFULIRA,033,MUFULIRA,KASHINGA Reagan M,SP,A Crossed Shovel and Axe
COPPERBELT,MUFULIRA,033,MUFULIRA,KUNDA Chibwana,OPP,Gift Box
COPPERBELT,MUFULIRA,033,MUFULIRA,LWANDO Alex,RP,An Orange Sack Bag
COPPERBELT,MUFULIRA,033,MUFULIRA,MWANSA Penlope M,IND,Whistle
COPPERBELT,MUFULIRA,033,MUFULIRA,MWILA Golden,NRPUP,A Lamp
COPPERBELT,MUFULIRA,033,MUFULIRA,MWITWA Anna B,IND,Steering wheel
COPPERBELT,MUFULIRA,033,MUFULIRA,TCHAKANGA Christopher,CF,Big Tree
COPPERBELT,NDOLA,034,BWANA MKUBWA,CHANDA Jonas K,IND,Whistle
COPPERBELT,NDOLA,034,BWANA MKUBWA,CHIPOKA Thompson,IND,Borehole
COPPERBELT,NDOLA,034,BWANA MKUBWA,CHITI Sam,RP,An Orange Sack Bag
COPPERBELT,NDOLA,034,BWANA MKUBWA,KAPUTULA Charles,IND,Bed
COPPERBELT,NDOLA,034,BWANA MKUBWA,LUBWESHA Brown M,CF,Big Tree
COPPERBELT,NDOLA,034,BWANA MKUBWA,MWAMBAZI Warren C,UPND,Palm with raised thumb
COPPERBELT,NDOLA,034,BWANA MKUBWA,NDUMBA Benjamin,NFP,A Pot with Three Legs and cooking stick
COPPERBELT,NDOLA,035,CHIFUBU,LUBOZHA Lloyd,UPND,Palm with raised thumb
COPPERBELT,NDOLA,035,CHIFUBU,MWALE William,IND,Borehole
COPPERBELT,NDOLA,035,CHIFUBU,NG'AMBI Frank,RP,An Orange Sack Bag
COPPERBELT,NDOLA,035,CHIFUBU,NYIRENDA David,CF,Big Tree
COPPERBELT,NDOLA,035,CHIFUBU,WINGA Kondwani J,IND,Whistle
COPPERBELT,NDOLA,036,KABUSHI,CHANGWE Edgar,IND,Spoon
COPPERBELT,NDOLA,036,KABUSHI,KALASA Richard,ZMP,A Traditional Thatched hat
COPPERBELT,NDOLA,036,KABUSHI,MCHINZI Robbin,CF,Big Tree
COPPERBELT,NDOLA,036,KABUSHI,MPUPUNI Emelda S,UPND,Palm with raised thumb
COPPERBELT,NDOLA,036,KABUSHI,MWANZA Febian,RP,An Orange Sack Bag
COPPERBELT,NDOLA,036,KABUSHI,NGOSA Boyd J,IND,Whistle
COPPERBELT,NDOLA,036,KABUSHI,NGULUBE William,SP,A Crossed Shovel and Axe
COPPERBELT,NDOLA,036,KABUSHI,SICHINGA Tillas T,NRPUP,A Lamp
COPPERBELT,NDOLA,036,KABUSHI,SIMANGOLWA Mellbin M,IND,Steering wheel
COPPERBELT,NDOLA,037,NDOLA CENTRAL,CHILINDA Joseph,NRPUP,A Lamp
COPPERBELT,NDOLA,037,NDOLA CENTRAL,MULENGA Emmanuel,RP,An Orange Sack Bag
COPPERBELT,NDOLA,037,NDOLA CENTRAL,NGESA Charles C,RAP,Foot step moving forward
COPPERBELT,NDOLA,037,NDOLA CENTRAL,TAYALI Frank M,UPND,Palm with raised thumb
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,CHISULO Friday M,IND,Steering wheel
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,KAPEMBWA Bwalya,IND,Whistle
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,LENGWE Lucky,LM,The Waves
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,LIYWALI Manyando,RP,An Orange Sack Bag
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,LUFUNDA Ernest,UPND,Palm with raised thumb
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,MUSONDA Gilbert,IND,Traditional Drum
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,PHIRI Fostina,CF,Big Tree
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,SUMANI Ernest M,IND,Plate
COPPERBELT,NDOLA,171,DAG HAMMERSKJOELD,TEMBO Ezra,NRPUP,A Lamp
EASTERN,CHADIZA,038,CHADIZA WEST,DAKA Jonathan,UPND,Palm with raised thumb
EASTERN,CHADIZA,038,CHADIZA WEST,PHIRI Obet,NRPUP,A Lamp
EASTERN,CHADIZA,038,CHADIZA WEST,SAKALA Mirriam,CF,Big Tree
EASTERN,CHADIZA,172,CHADIZA EAST,BANDA Charles,NRPUP,A Lamp
EASTERN,CHADIZA,172,CHADIZA EAST,PHIRI Yamikani,UPND,Palm with raised thumb
EASTERN,CHADIZA,172,CHADIZA EAST,PHIRI Olivia,IND,Spoon
EASTERN,CHIPATA,040,CHIPATA CENTRAL,MWANZA George,UPND,Palm with raised thumb
EASTERN,CHIPATA,040,CHIPATA CENTRAL,PHIRI Ruth G,NRPUP,A Lamp
EASTERN,CHIPATA,042,LUANGENI,BANDA Maxwell,IND,Borehole
EASTERN,CHIPATA,042,LUANGENI,JERE Ronald,IND,Steering wheel
EASTERN,CHIPATA,042,LUANGENI,MOYO Moses F,UPND,Palm with raised thumb
EASTERN,CHIPATA,042,LUANGENI,MOYO Vincent,CF,Big Tree
EASTERN,CHIPATA,042,LUANGENI,PHIRI Innocent,NRPUP,A Lamp
EASTERN,CHIPATA,042,LUANGENI,SAKALA Topsy,LM,The Waves
EASTERN,CHIPATA,042,LUANGENI,ZULU Charles M,IND,Slasher
EASTERN,CHIPATA,042,LUANGENI,ZULU Ernest A,SP,A Crossed Shovel and Axe
EASTERN,CHIPATA,176,CHIPATA NORTH,NGOMA Jackson,NRPUP,A Lamp
EASTERN,CHIPATA,176,CHIPATA NORTH,PHIRI Reuben M,UPND,Palm with raised thumb
EASTERN,CHIPATA,176,CHIPATA NORTH,SAKALA Stelia,IND,Plate
EASTERN,CHIPATA,176,CHIPATA NORTH,SHAWA Rose,CF,Big Tree
EASTERN,CHIPATA,176,CHIPATA NORTH,SIMBAYAMBAYA Jason,IND,Candle
EASTERN,KATETE,043,MILANZI,BANDA Rosemary C,IND,Spoon
EASTERN,KATETE,043,MILANZI,BANDA Charles,IND,Borehole
EASTERN,KATETE,043,MILANZI,BANDA Whiteson,CF,Big Tree
EASTERN,KATETE,043,MILANZI,FUNSANI Peter B,RP,An Orange Sack Bag
EASTERN,KATETE,043,MILANZI,LUNGU Tylad,UPND,Palm with raised thumb
EASTERN,KATETE,043,MILANZI,MWALE Andrew,SP,A Crossed Shovel and Axe
EASTERN,KATETE,043,MILANZI,PHIRI Melesiana,NRPUP,A Lamp
EASTERN,KATETE,043,MILANZI,ZULU Lumankio,IND,Traditional Drum
EASTERN,KATETE,044,MKAIKA,BANDA Solomon W,IND,Plate
EASTERN,KATETE,044,MKAIKA,BANDA Zebron,IND,Television (TV)
